,k,ROUGE-1 F1,summary path
201,0,0.4338482202820685,finished_summaries/sparknotes/Regeneration/overview.txt
202,0,0.2754820936639118,finished_summaries/gradesaver/Therese Raquin/overview.json
203,0,0.38815789473684215,finished_summaries/shmoop/Sons and Lovers/overview.txt
204,0,0.4684431977559607,finished_summaries/sparknotes/Sons and Lovers/overview.txt
205,0,0.21965317919075145,finished_summaries/gradesaver/The Hound of the Baskervilles/overview.json
206,0,0.2755905511811024,finished_summaries/shmoop/The Hound of the Baskervilles/overview.txt
207,0,0.4181127982646421,finished_summaries/shmoop/The Mysteries of Udolpho/overview.txt
208,0,0.39002932551319647,finished_summaries/gradesaver/Twelve Years a Slave/overview.json
209,0,0.4721099434114793,finished_summaries/cliffnotes/The Last of the Mohicans/overview.txt
210,0,0.5619335347432024,finished_summaries/sparknotes/The Last of the Mohicans/overview.txt
211,0,0.19912335629304945,finished_summaries/gradesaver/House of Mirth/overview.json
212,0,0.3419461242440902,finished_summaries/cliffnotes/The Deerslayer/overview.txt
213,0,0.3468738961497704,finished_summaries/gradesaver/The Rise of Silas Lapham/overview.json
214,0,0.22532894736842105,finished_summaries/sparknotes/The Good Soldier/overview.txt
215,0,0.2843478260869565,finished_summaries/gradesaver/The Red Badge of Courage/overview.json
216,0,0.5246212121212122,finished_summaries/shmoop/The Red Badge of Courage/overview.txt
217,0,0.5490519373454245,finished_summaries/cliffnotes/The Red Badge of Courage/overview.txt
218,0,0.5323529411764705,finished_summaries/sparknotes/The Red Badge of Courage/overview.txt
219,0,0.19541984732824427,finished_summaries/sparknotes/The New Testament/overview.txt
220,0,0.21678891605541972,finished_summaries/gradesaver/O Pioneers/overview.json
221,0,0.19381688466111774,finished_summaries/gradesaver/The Mill on the Floss/overview.json
222,0,0.4173180998196032,finished_summaries/shmoop/The Mill on the Floss/overview.txt
223,0,0.6543589743589744,finished_summaries/cliffnotes/The Mill on the Floss/overview.txt
224,0,0.2548262548262548,finished_summaries/gradesaver/Treasure Island/overview.json
225,0,0.5016155088852988,finished_summaries/shmoop/Treasure Island/overview.txt
226,0,0.28644067796610173,finished_summaries/cliffnotes/Treasure Island/overview.txt
227,0,0.34690265486725663,finished_summaries/sparknotes/Henry VIII/overview.txt
228,0,0.163894523326572,finished_summaries/gradesaver/The Time Machine/overview.json
229,0,0.41228070175438597,finished_summaries/shmoop/The Time Machine/overview.txt
230,0,0.29310344827586204,finished_summaries/sparknotes/The Time Machine/overview.txt
231,0,0.269185360094451,finished_summaries/shmoop/Kim/overview.txt
232,0,0.2845659163987138,finished_summaries/gradesaver/The Valley of Fear/overview.json
233,0,0.5357502517623364,finished_summaries/shmoop/The Invisible Man/overview.txt
234,0,0.28824833702882485,finished_summaries/gradesaver/Vanity Fair/overview.json
235,0,0.5286875725900115,finished_summaries/shmoop/Vanity Fair/overview.txt
236,0,0.4213903743315508,finished_summaries/cliffnotes/Vanity Fair/overview.txt
237,0,0.3476297968397291,finished_summaries/gradesaver/News from Nowhere/overview.json
238,0,0.3539445628997868,finished_summaries/cliffnotes/The Way of All Flesh/overview.txt
239,0,0.09785111281657712,finished_summaries/gradesaver/Little Dorrit/overview.json
240,0,0.6180433509080258,finished_summaries/shmoop/Little Dorrit/overview.txt
241,0,0.47297297297297297,finished_summaries/gradesaver/Incidents in the Life of a Slave Girl/overview.json
242,0,0.5216049382716049,finished_summaries/shmoop/Incidents in the Life of a Slave Girl/overview.txt
243,0,0.17623762376237626,finished_summaries/gradesaver/Henry IV Part 2/overview.json
244,0,0.05047318611987382,finished_summaries/shmoop/Henry IV Part 2/overview.txt
245,0,0.45849802371541504,finished_summaries/sparknotes/Henry IV Part 2/overview.txt
246,0,0.1368888888888889,finished_summaries/gradesaver/Macbeth/overview.json
247,0,0.5067340067340068,finished_summaries/shmoop/Macbeth/overview.txt
248,0,0.5255878284923928,finished_summaries/sparknotes/Macbeth/overview.txt
