,ROUGE-1 F1,summary path
161,0.5716096324461344,finished_summaries/sparknotes/Mansfield Park/overview.txt
162,0.573134328358209,finished_summaries/shmoop/Typee/overview.txt
163,0.573134328358209,finished_summaries/sparknotes/Typee/overview.txt
164,0.4444444444444444,finished_summaries/gradesaver/Anne of Green Gables/overview.json
165,0.48106208512299886,finished_summaries/shmoop/Anne of Green Gables/overview.txt
166,0.5196914332115307,finished_summaries/sparknotes/Anne of Green Gables/overview.txt
167,0.4460567823343849,finished_summaries/gradesaver/Kidnapped/overview.json
168,0.4304074377905387,finished_summaries/shmoop/Kidnapped/overview.txt
169,0.5313126252505009,finished_summaries/sparknotes/Kidnapped/overview.txt
170,0.5065963060686015,finished_summaries/gradesaver/A Little Princess/overview.json
171,0.5065963060686015,finished_summaries/shmoop/A Little Princess/overview.txt
172,0.6019496344435418,finished_summaries/gradesaver/Regeneration/overview.json
173,0.6019496344435418,finished_summaries/sparknotes/Regeneration/overview.txt
174,0.42929806714140384,finished_summaries/shmoop/Sons and Lovers/overview.txt
175,0.42929806714140384,finished_summaries/sparknotes/Sons and Lovers/overview.txt
176,0.6097838452787259,finished_summaries/gradesaver/The Hound of the Baskervilles/overview.json
177,0.6097838452787259,finished_summaries/shmoop/The Hound of the Baskervilles/overview.txt
178,0.5697177074422584,finished_summaries/cliffnotes/The Last of the Mohicans/overview.txt
179,0.5697177074422584,finished_summaries/sparknotes/The Last of the Mohicans/overview.txt
180,0.41900371366372136,finished_summaries/gradesaver/The Red Badge of Courage/overview.json
181,0.44525407478427614,finished_summaries/shmoop/The Red Badge of Courage/overview.txt
182,0.4875117370892018,finished_summaries/cliffnotes/The Red Badge of Courage/overview.txt
183,0.5044886463650766,finished_summaries/sparknotes/The Red Badge of Courage/overview.txt
184,0.5628120631116437,finished_summaries/gradesaver/The Mill on the Floss/overview.json
185,0.379395740465577,finished_summaries/shmoop/The Mill on the Floss/overview.txt
186,0.5554457402648745,finished_summaries/cliffnotes/The Mill on the Floss/overview.txt
187,0.4754022988505747,finished_summaries/gradesaver/Treasure Island/overview.json
188,0.49286540686463554,finished_summaries/shmoop/Treasure Island/overview.txt
189,0.533273381294964,finished_summaries/cliffnotes/Treasure Island/overview.txt
190,0.49904275686024246,finished_summaries/sparknotes/Henry VIII/overview.txt
191,0.27889772517107453,finished_summaries/gradesaver/The Time Machine/overview.json
192,0.3430296377607025,finished_summaries/shmoop/The Time Machine/overview.txt
193,0.3510608983190962,finished_summaries/sparknotes/The Time Machine/overview.txt
194,0.36991368680641185,finished_summaries/gradesaver/Vanity Fair/overview.json
195,0.2881959276662395,finished_summaries/shmoop/Vanity Fair/overview.txt
196,0.3167478297692145,finished_summaries/cliffnotes/Vanity Fair/overview.txt
197,0.4082430806257521,finished_summaries/gradesaver/Little Dorrit/overview.json
198,0.4082430806257521,finished_summaries/shmoop/Little Dorrit/overview.txt
199,0.3019169329073482,finished_summaries/gradesaver/Incidents in the Life of a Slave Girl/overview.json
200,0.3019169329073482,finished_summaries/shmoop/Incidents in the Life of a Slave Girl/overview.txt
201,0.28520499108734404,finished_summaries/gradesaver/Henry IV Part 2/overview.json
202,0.0188953488372093,finished_summaries/shmoop/Henry IV Part 2/overview.txt
203,0.3505494505494506,finished_summaries/sparknotes/Henry IV Part 2/overview.txt
204,0.5385266723116003,finished_summaries/gradesaver/Macbeth/overview.json
205,0.48205128205128206,finished_summaries/shmoop/Macbeth/overview.txt
206,0.5494830132939439,finished_summaries/sparknotes/Macbeth/overview.txt
207,0.5104408352668214,finished_summaries/gradesaver/Troilus and Cressida/overview.json
208,0.4651757188498404,finished_summaries/shmoop/Troilus and Cressida/overview.txt
209,0.5101721439749608,finished_summaries/sparknotes/Troilus and Cressida/overview.txt
210,0.45905355624822897,finished_summaries/gradesaver/Richard II/overview.json
211,0.4103784813139728,finished_summaries/shmoop/Richard II/overview.txt
212,0.37898686679174487,finished_summaries/sparknotes/Richard II/overview.txt
213,0.46978888619267173,finished_summaries/gradesaver/Henry IV Part 1/overview.json
214,0.4098328416912488,finished_summaries/shmoop/Henry IV Part 1/overview.txt
215,0.4431197218082464,finished_summaries/sparknotes/Henry IV Part 1/overview.txt
216,0.5023041474654378,finished_summaries/shmoop/King John/overview.txt
217,0.5023041474654378,finished_summaries/sparknotes/King John/overview.txt
218,0.3572110792741165,finished_summaries/shmoop/Henry VI Part 1/overview.txt
219,0.3572110792741165,finished_summaries/sparknotes/Henry VI Part 1/overview.txt
220,0.5105566218809982,finished_summaries/gradesaver/Richard III/overview.json
221,0.473125,finished_summaries/shmoop/Richard III/overview.txt
222,0.5086173879739564,finished_summaries/sparknotes/Richard III/overview.txt
223,0.5377308707124011,finished_summaries/gradesaver/Henry V/overview.json
224,0.5377308707124011,finished_summaries/shmoop/Henry V/overview.txt
225,0.49904275686024246,finished_summaries/shmoop/Henry VIII/overview.txt
226,0.3829177414732015,finished_summaries/gradesaver/Titus Andronicus/overview.json
227,0.46197382384152813,finished_summaries/shmoop/Titus Andronicus/overview.txt
228,0.38155922038980505,finished_summaries/sparknotes/Titus Andronicus/overview.txt
229,0.6060019361084221,finished_summaries/gradesaver/Julius Caesar/overview.json
230,0.5742778541953233,finished_summaries/shmoop/Julius Caesar/overview.txt
231,0.6104553119730185,finished_summaries/sparknotes/Julius Caesar/overview.txt
232,0.5158562367864694,finished_summaries/shmoop/The Two Gentlemen of Verona/overview.txt
233,0.5158562367864694,finished_summaries/sparknotes/The Two Gentlemen of Verona/overview.txt
234,0.6059133252328878,finished_summaries/gradesaver/The Wonderful Wizard of Oz/overview.json
235,0.6059133252328878,finished_summaries/shmoop/The Wonderful Wizard of Oz/overview.txt
236,0.5543318649045521,finished_summaries/gradesaver/Pygmalion/overview.json
237,0.5532544378698224,finished_summaries/shmoop/Pygmalion/overview.txt
238,0.5469483568075116,finished_summaries/sparknotes/Pygmalion/overview.txt
239,0.41771356783919605,finished_summaries/gradesaver/Twelfth Night/overview.json
240,0.41771356783919605,finished_summaries/sparknotes/Twelfth Night/overview.txt
241,0.5643382352941178,finished_summaries/gradesaver/The Aeneid/overview.json
242,0.5765822784810126,finished_summaries/shmoop/The Aeneid/overview.txt
243,0.577120822622108,finished_summaries/sparknotes/The Aeneid/overview.txt
244,0.3997289972899729,finished_summaries/gradesaver/Ghosts/overview.json
245,0.3997289972899729,finished_summaries/shmoop/Ghosts/overview.txt
246,0.4491017964071856,finished_summaries/shmoop/The Merry Wives of Windsor/overview.txt
247,0.4491017964071856,finished_summaries/sparknotes/The Merry Wives of Windsor/overview.txt
248,0.5302445302445302,finished_summaries/gradesaver/The Spanish Tragedy/overview.json
249,0.5302445302445302,finished_summaries/shmoop/The Spanish Tragedy/overview.txt
250,0.5906113537117904,finished_summaries/gradesaver/Tartuffe/overview.json
251,0.5906113537117904,finished_summaries/shmoop/Tartuffe/overview.txt
252,0.28519195612431447,finished_summaries/gradesaver/An Enemy of the People/overview.json
253,0.3651997976732423,finished_summaries/shmoop/An Enemy of the People/overview.txt
254,0.35580912863070535,finished_summaries/sparknotes/An Enemy of the People/overview.txt
255,0.2884910485933504,finished_summaries/gradesaver/Siddhartha/overview.json
256,0.2884910485933504,finished_summaries/shmoop/Siddhartha/overview.txt
257,0.3058735222368174,finished_summaries/gradesaver/Measure for Measure/overview.json
258,0.3888888888888889,finished_summaries/shmoop/Measure for Measure/overview.txt
259,0.34675431388660644,finished_summaries/sparknotes/Measure for Measure/overview.txt
260,0.38089622641509435,finished_summaries/gradesaver/The Seagull/overview.json
261,0.38089622641509435,finished_summaries/shmoop/The Seagull/overview.txt
262,0.6217345872518285,finished_summaries/gradesaver/Alice in Wonderland/overview.json
263,0.6217345872518285,finished_summaries/sparknotes/Alice in Wonderland/overview.txt
264,0.4667081518357187,finished_summaries/gradesaver/Pride and Prejudice/overview.json
265,0.4667081518357187,finished_summaries/cliffnotes/Pride and Prejudice/overview.txt
266,0.42275691477400495,finished_summaries/gradesaver/Emma/overview.json
267,0.3761102603369066,finished_summaries/shmoop/Emma/overview.txt
268,0.5005537098560355,finished_summaries/sparknotes/Emma/overview.txt
269,0.4168797953964194,finished_summaries/gradesaver/White Fang/overview.json
270,0.46502835538752363,finished_summaries/shmoop/White Fang/overview.txt
271,0.4104951333051206,finished_summaries/sparknotes/White Fang/overview.txt
272,0.6064450647043897,finished_summaries/gradesaver/Romeo and Juliet/overview.json
273,0.5176339905581783,finished_summaries/shmoop/Romeo and Juliet/overview.txt
274,0.5738174868609651,finished_summaries/sparknotes/Romeo and Juliet/overview.txt
275,0.5486455551316292,finished_summaries/shmoop/The Merchant of Venice/overview.txt
276,0.5486455551316292,finished_summaries/sparknotes/The Merchant of Venice/overview.txt
277,0.509865005192108,finished_summaries/shmoop/Major Barbara/overview.txt
278,0.509865005192108,finished_summaries/sparknotes/Major Barbara/overview.txt
279,0.5445482866043614,finished_summaries/gradesaver/The Jew of Malta/overview.json
280,0.5445482866043614,finished_summaries/sparknotes/The Jew of Malta/overview.txt
281,0.5657863430882702,finished_summaries/gradesaver/An Ideal Husband/overview.json
282,0.5530303030303031,finished_summaries/shmoop/An Ideal Husband/overview.txt
283,0.5941161155948972,finished_summaries/sparknotes/An Ideal Husband/overview.txt
284,0.4026768642447419,finished_summaries/gradesaver/The Three Musketeers/overview.json
285,0.47154982709839677,finished_summaries/shmoop/The Three Musketeers/overview.txt
286,0.40025974025974026,finished_summaries/cliffnotes/The Three Musketeers/overview.txt
287,0.3577118030412744,finished_summaries/sparknotes/The Three Musketeers/overview.txt
288,0.30043227665706057,finished_summaries/gradesaver/Black Beauty/overview.json
289,0.30043227665706057,finished_summaries/shmoop/Black Beauty/overview.txt
290,0.370659852698031,finished_summaries/gradesaver/King Lear/overview.json
291,0.4422073079791201,finished_summaries/shmoop/King Lear/overview.txt
292,0.3122980831359035,finished_summaries/sparknotes/King Lear/overview.txt
293,0.5643290999447819,finished_summaries/gradesaver/Antony and Cleopatra/overview.json
294,0.5643290999447819,finished_summaries/sparknotes/Antony and Cleopatra/overview.txt
295,0.5518202403762411,finished_summaries/gradesaver/The Adventures of Huckleberry Finn/overview.json
296,0.4686156491831471,finished_summaries/cliffnotes/The Adventures of Huckleberry Finn/overview.txt
297,0.5799146092444775,finished_summaries/sparknotes/The Adventures of Huckleberry Finn/overview.txt
298,0.5080421519689406,finished_summaries/gradesaver/The Duchess of Malfi/overview.json
299,0.5080421519689406,finished_summaries/shmoop/The Duchess of Malfi/overview.txt
300,0.4401244167962675,finished_summaries/gradesaver/The Secret Garden/overview.json
301,0.5172185430463575,finished_summaries/shmoop/The Secret Garden/overview.txt
302,0.5220959595959596,finished_summaries/sparknotes/The Secret Garden/overview.txt
303,0.5145971195017517,finished_summaries/shmoop/The Age of Innocence/overview.txt
304,0.528555431131019,finished_summaries/cliffnotes/The Age of Innocence/overview.txt
305,0.514827018121911,finished_summaries/sparknotes/The Age of Innocence/overview.txt
306,0.5610142630744849,finished_summaries/gradesaver/Ethan Frome/overview.json
307,0.5079782241411677,finished_summaries/shmoop/Ethan Frome/overview.txt
308,0.5557424682673191,finished_summaries/cliffnotes/Ethan Frome/overview.txt
309,0.5403794887878313,finished_summaries/sparknotes/Ethan Frome/overview.txt
310,0.5460537727666955,finished_summaries/gradesaver/Bleak House/overview.json
311,0.5387249307027556,finished_summaries/shmoop/Bleak House/overview.txt
312,0.5177267058613932,finished_summaries/cliffnotes/Bleak House/overview.txt
313,0.47364873972233457,finished_summaries/sparknotes/Bleak House/overview.txt
314,0.5703744192402296,finished_summaries/gradesaver/The Jungle/overview.json
315,0.5810965162764135,finished_summaries/shmoop/The Jungle/overview.txt
316,0.547850643238155,finished_summaries/sparknotes/The Jungle/overview.txt
317,0.522858982614295,finished_summaries/gradesaver/Much Ado About Nothing/overview.json
318,0.48173887328108833,finished_summaries/shmoop/Much Ado About Nothing/overview.txt
319,0.3077231695085256,finished_summaries/sparknotes/Much Ado About Nothing/overview.txt
320,0.562396507601987,finished_summaries/gradesaver/Anthem/overview.json
321,0.5607254348149249,finished_summaries/shmoop/Anthem/overview.txt
322,0.5455550947048251,finished_summaries/cliffnotes/Anthem/overview.txt
323,0.5100601891659502,finished_summaries/sparknotes/Anthem/overview.txt
324,0.517348102296791,finished_summaries/gradesaver/As You Like It/overview.json
325,0.5471596032461677,finished_summaries/shmoop/As You Like It/overview.txt
326,0.5236801242236024,finished_summaries/sparknotes/As You Like It/overview.txt
327,0.5194585448392556,finished_summaries/shmoop/The Ambassadors/overview.txt
328,0.5194585448392556,finished_summaries/cliffnotes/The Ambassadors/overview.txt
329,0.5796413502109704,finished_summaries/gradesaver/The Taming of the Shrew/overview.json
330,0.5608108108108107,finished_summaries/shmoop/The Taming of the Shrew/overview.txt
331,0.5851063829787234,finished_summaries/sparknotes/The Taming of the Shrew/overview.txt
